Date,Unit,Gen,HR,Target HR,Profit,Vacuum,MS Temp,FG Temp,Spray,SOx,NOx,Ash Util,Ash Cement,Ash Bricks,Coal Ash %,Biomass,Solar
2024-10-05,2,8.38,2334.19,2310.0,-202685.49,-0.92,534.89,138.67,15.05,633.01,458.64,1430.41,858.25,429.12,35.0,0.0,0.02
2024-10-06,3,8.39,2310.22,2310.0,-1854.74,-0.93,538.15,130.13,16.65,457.01,435.17,1369.65,821.79,410.9,35.0,0.0,0.01
2024-10-06,1,8.38,2283.77,2310.0,219742.83,-0.92,534.78,134.34,21.35,493.24,424.95,1575.35,945.21,472.6,35.0,0.0,0.01
2024-10-06,2,7.93,2319.21,2311.39,-62046.74,-0.9,536.14,136.74,10.56,645.2,476.88,2486.17,1491.7,745.85,45.44,0.0,0.02
2024-10-07,3,8.36,2318.64,2310.0,-72226.58,-0.88,540.69,130.19,21.22,549.62,366.87,1698.14,1018.89,509.44,35.0,0.0,0.02
2024-10-07,2,7.83,2290.42,2310.0,153368.6,-0.88,534.48,134.92,24.85,575.46,372.24,1303.84,782.3,391.15,35.0,0.0,0.01
2024-10-07,1,8.38,2330.33,2310.0,-170482.55,-0.94,537.12,134.31,17.72,570.71,454.32,1480.61,888.37,444.18,35.0,0.0,0.02
2024-10-08,1,8.44,2302.95,2302.95,0.0,-0.91,534.89,130.15,16.87,538.25,451.93,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-10-08,2,7.97,2303.66,2310.0,50534.89,-0.92,539.66,136.94,16.11,600.33,361.63,1588.41,953.05,476.52,35.0,0.0,0.02
2024-10-08,3,8.22,2308.2,2310.0,14818.43,-0.91,535.71,128.84,19.6,544.89,465.29,1545.74,927.45,463.72,35.0,0.0,0.01
2024-10-09,3,7.71,2327.59,0.0,-17945733.0,-0.88,532.41,139.07,13.6,588.64,438.26,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-10-09,1,8.31,2339.97,2310.0,-249056.7,-0.91,531.78,128.03,11.93,614.55,414.5,1652.41,991.45,495.72,35.0,0.0,0.01
2024-10-09,2,4.56,2323.13,2311.39,-53551.82,-0.89,541.47,133.7,16.99,643.89,361.86,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-10-10,2,0.0,0.0,2311.39,0.0,-0.88,540.25,131.37,16.83,487.87,475.45,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-10-10,3,7.6,2327.51,0.0,-17698358.19,-0.91,535.27,132.2,18.73,604.26,383.85,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-10-10,1,8.44,2302.85,2302.95,810.12,-0.93,531.31,128.87,17.05,464.18,444.26,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-10-11,1,8.41,2302.68,2302.95,2297.76,-0.92,540.16,137.39,15.35,618.29,352.4,2486.17,1491.7,745.85,45.44,0.0,0.02
2024-10-11,2,8.32,2280.17,2310.0,248192.5,-0.9,535.71,133.39,12.9,627.52,478.6,1533.51,920.1,460.05,35.0,0.0,0.02
2024-10-11,3,7.93,2287.73,2310.0,176540.82,-0.9,532.71,134.73,14.01,603.63,397.3,1420.79,852.47,426.24,35.0,0.0,0.01
2024-10-12,3,6.58,2337.41,0.0,-15384819.14,-0.9,536.13,130.7,15.08,607.66,384.03,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-10-12,2,8.15,2288.95,2310.0,171661.99,-0.92,537.77,137.29,14.28,556.52,395.06,1498.63,899.18,449.59,35.0,0.0,0.01
2024-10-12,1,7.98,2326.08,2310.0,-128292.37,-0.88,539.53,131.0,20.57,474.42,479.7,1449.57,869.74,434.87,35.0,0.0,0.01
2024-10-13,3,8.13,2344.81,2310.0,-283079.65,-0.94,535.45,128.01,14.75,593.02,444.14,1396.61,837.96,418.98,35.0,0.0,0.01
2024-10-13,2,8.36,2338.19,2310.0,-235575.33,-0.92,532.89,139.95,11.84,514.21,467.92,1305.58,783.35,391.67,35.0,0.0,0.02
2024-10-13,1,8.47,2348.02,2310.0,-322090.62,-0.93,532.95,135.46,16.54,545.48,411.66,1507.6,904.56,452.28,35.0,0.0,0.01
2024-10-14,3,7.86,2322.25,2310.0,-96368.4,-0.89,535.64,130.82,17.28,538.38,382.81,1685.43,1011.26,505.63,35.0,0.0,0.01
2024-10-14,1,7.86,2296.51,2310.0,106002.47,-0.9,530.26,131.03,14.08,452.88,450.81,1661.16,996.7,498.35,35.0,0.0,0.01
2024-10-14,2,8.34,2311.24,2310.0,-10348.99,-0.91,538.16,130.73,17.3,611.47,370.17,1545.14,927.08,463.54,35.0,0.0,0.01
2024-10-15,3,8.3,2312.88,2310.0,-23907.43,-0.92,533.83,137.94,16.25,551.78,404.1,1361.89,817.13,408.57,35.0,300.0,0.02
2024-10-15,2,7.94,2310.61,2310.0,-4867.28,-0.9,540.59,130.95,15.62,626.91,465.17,1421.57,852.94,426.47,35.0,300.0,0.01
2024-10-15,1,7.82,2346.37,2310.0,-284458.77,-0.92,537.47,132.0,14.76,521.83,452.53,1449.0,869.4,434.7,35.0,300.0,0.02
2024-10-16,1,8.29,2295.06,2310.0,123910.03,-0.89,536.26,132.4,11.72,553.01,390.54,1563.43,938.06,469.03,35.0,0.0,0.02
2024-10-16,2,8.43,2312.08,2311.39,-5871.29,-0.91,539.65,137.65,10.42,504.13,420.99,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-10-16,3,0.0,0.0,0.0,0.0,-0.9,533.35,138.4,13.7,455.83,377.82,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-10-17,3,0.0,0.0,0.0,0.0,-0.94,530.11,129.68,18.36,509.73,384.67,2486.17,1491.7,745.85,45.44,0.0,0.02
2024-10-17,2,8.45,2309.11,2311.39,19272.49,-0.93,541.49,136.3,19.43,529.15,391.36,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-10-17,1,8.44,2300.43,2302.95,21244.78,-0.93,532.53,128.72,16.89,571.02,411.82,2486.17,1491.7,745.85,45.44,0.0,0.02
2024-10-18,1,8.17,2285.38,2310.0,201184.32,-0.88,537.7,135.65,23.62,454.14,401.33,1464.54,878.72,439.36,35.0,0.0,0.01
2024-10-18,3,8.03,2349.25,2310.0,-315373.75,-0.9,534.57,133.36,22.03,462.0,447.6,1404.69,842.82,421.41,35.0,0.0,0.02
2024-10-18,2,8.13,2324.37,2310.0,-116775.72,-0.94,534.56,135.92,13.04,563.37,368.1,1670.56,1002.34,501.17,35.0,0.0,0.01
2024-10-19,2,8.45,2308.46,2311.39,24692.75,-0.93,530.17,139.96,16.2,476.19,352.59,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-10-19,1,8.44,2299.58,2302.95,28382.02,-0.93,533.54,134.24,11.32,549.0,477.94,2486.17,1491.7,745.85,45.44,0.0,0.02
2024-10-19,3,8.03,2341.93,2310.0,-256361.0,-0.93,531.54,131.46,17.86,635.62,401.56,1650.9,990.54,495.27,35.0,0.0,0.01
2024-10-20,3,8.24,2330.78,2310.0,-171307.49,-0.89,535.44,137.84,21.16,547.96,416.84,1580.85,948.51,474.25,35.0,0.0,0.02
2024-10-20,2,8.22,2311.38,2311.39,87.19,-0.92,538.89,132.75,24.86,538.25,355.26,2486.17,1491.7,745.85,45.44,0.0,0.02
2024-10-20,1,8.46,2346.93,2310.0,-312329.57,-0.9,537.66,134.42,16.51,485.23,424.71,1467.93,880.76,440.38,35.0,0.0,0.02
2024-10-21,3,8.16,2323.22,2310.0,-107879.44,-0.9,534.12,131.8,10.94,474.8,453.87,1582.86,949.71,474.86,35.0,0.0,0.01
2024-10-21,1,8.25,2303.32,2310.0,55137.07,-0.92,538.27,128.48,11.92,627.0,467.43,1522.42,913.45,456.73,35.0,0.0,0.02
2024-10-21,2,8.4,2312.24,2311.39,-7152.86,-0.94,539.23,139.39,14.94,475.19,351.53,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-10-22,1,8.1,2293.59,2310.0,132956.06,-0.94,530.04,137.62,16.91,455.92,457.93,1383.32,829.99,415.0,35.0,0.0,0.01
2024-10-22,2,8.12,2307.04,2310.0,24044.13,-0.94,531.72,134.05,16.41,463.85,355.35,1311.49,786.89,393.45,35.0,0.0,0.01
2024-10-22,3,8.25,2293.04,2310.0,139922.55,-0.93,538.85,137.33,19.34,594.36,473.85,1674.03,1004.42,502.21,35.0,0.0,0.02
2024-10-23,2,8.37,2301.91,2310.0,67716.57,-0.91,541.15,131.94,15.61,588.92,352.56,1324.89,794.94,397.47,35.0,0.0,0.01
2024-10-23,3,8.29,2282.69,2310.0,226521.1,-0.9,535.27,130.16,10.65,615.73,450.46,1678.03,1006.82,503.41,35.0,0.0,0.02
2024-10-23,1,8.21,2339.59,2310.0,-242867.8,-0.94,535.25,129.67,13.45,558.26,420.29,1489.13,893.48,446.74,35.0,0.0,0.02
2024-10-24,3,0.0,0.0,0.0,0.0,-0.93,530.79,135.13,14.72,638.19,355.46,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-10-24,1,8.32,2303.23,2302.95,-2370.09,-0.89,534.89,133.02,23.33,607.16,472.5,2486.17,1491.7,745.85,45.44,0.0,0.02
2024-10-24,2,8.1,2311.39,2311.39,0.0,-0.9,534.89,132.29,14.94,542.49,457.0,2486.17,1491.7,745.85,45.44,0.0,0.02
2024-10-25,3,0.0,0.0,0.0,0.0,-0.91,539.7,133.66,10.72,607.01,390.32,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-10-25,2,8.32,2341.25,2310.0,-259892.12,-0.89,541.0,128.06,17.1,592.05,451.41,1440.35,864.21,432.1,35.0,0.0,0.02
2024-10-25,1,8.13,2304.55,2310.0,44324.49,-0.93,531.68,132.51,16.77,500.92,466.81,1610.29,966.17,483.09,35.0,0.0,0.02
2024-10-26,1,7.96,2328.84,2310.0,-149912.4,-0.92,538.04,136.51,11.0,598.12,463.77,1466.14,879.68,439.84,35.0,0.0,0.01
2024-10-26,2,8.42,2307.6,2310.0,20187.68,-0.92,541.44,137.54,18.8,590.7,431.84,1311.45,786.87,393.44,35.0,0.0,0.02
2024-10-26,3,8.3,2316.67,2310.0,-55401.06,-0.92,530.36,129.29,11.57,546.04,452.7,1536.2,921.72,460.86,35.0,0.0,0.01
2024-10-27,1,8.11,2302.8,2302.95,1238.38,-0.9,536.27,136.91,12.99,543.55,477.3,2486.17,1491.7,745.85,45.44,0.0,0.02
2024-10-27,2,8.03,2313.49,2311.39,-16878.99,-0.94,533.59,128.3,16.37,643.61,361.52,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-10-27,3,0.0,0.0,0.0,0.0,-0.92,530.92,132.26,15.78,600.6,469.89,2486.17,1491.7,745.85,45.44,0.0,0.02
2024-10-28,2,8.44,2341.13,2310.0,-262833.26,-0.88,540.28,134.98,12.97,488.74,417.45,1376.07,825.64,412.82,35.0,0.0,0.02
2024-10-28,3,8.42,2306.8,2310.0,26941.76,-0.9,531.19,136.64,21.78,593.03,438.02,1497.6,898.56,449.28,35.0,0.0,0.01
2024-10-28,1,8.46,2316.91,2310.0,-58450.52,-0.92,538.89,131.68,14.77,604.55,424.35,1643.09,985.85,492.93,35.0,0.0,0.02
2024-10-29,3,7.8,2328.37,2310.0,-143342.09,-0.93,532.11,129.25,23.7,623.79,425.39,1528.86,917.32,458.66,35.0,0.0,0.02
2024-10-29,2,8.44,2346.54,2310.0,-308402.06,-0.9,539.56,134.24,14.96,518.42,419.79,1301.3,780.78,390.39,35.0,0.0,0.01
2024-10-29,1,8.3,2312.82,2310.0,-23377.18,-0.93,533.04,138.55,10.03,539.86,389.5,1591.46,954.88,477.44,35.0,0.0,0.02
2024-10-30,1,8.14,2298.73,2310.0,91710.03,-0.89,535.81,138.24,21.21,530.71,414.23,1465.61,879.37,439.68,35.0,0.0,0.02
2024-10-30,3,8.08,2321.92,2310.0,-96240.92,-0.9,530.52,134.3,14.27,606.41,391.98,1440.82,864.49,432.25,35.0,0.0,0.01
2024-10-30,2,8.12,2281.02,2310.0,235480.15,-0.89,537.04,132.85,11.49,458.13,383.3,1428.54,857.13,428.56,35.0,0.0,0.01
2024-10-31,2,8.15,2289.06,2310.0,170714.49,-0.91,533.21,129.16,21.07,575.46,456.55,1653.81,992.29,496.14,35.0,0.0,0.02
2024-10-31,1,7.92,2335.26,2310.0,-200025.62,-0.93,535.68,133.3,12.21,522.59,455.9,1607.51,964.51,482.25,35.0,0.0,0.01
2024-10-31,3,8.26,2320.25,2310.0,-84741.44,-0.91,530.24,134.99,11.58,467.83,407.2,1678.42,1007.05,503.52,35.0,0.0,0.01
2024-11-01,1,8.04,2291.11,2310.0,151948.31,-0.9,535.56,132.38,12.44,601.19,475.66,1532.31,919.39,459.69,35.0,300.0,0.01
2024-11-01,2,7.92,2306.19,2310.0,30192.37,-0.88,532.11,131.16,11.85,575.87,403.38,1390.7,834.42,417.21,35.0,300.0,0.02
2024-11-01,3,8.45,2303.04,2310.0,58858.73,-0.92,530.95,134.1,17.95,595.95,424.84,1489.82,893.89,446.95,35.0,300.0,0.02
2024-11-02,1,7.21,2314.32,2304.17,-73160.25,-0.89,532.71,128.08,23.22,476.52,417.91,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-11-02,3,0.0,0.0,2321.7,0.0,-0.9,541.75,131.43,21.62,540.67,391.16,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-11-02,2,8.01,2349.66,2310.0,-317619.25,-0.9,532.75,130.41,12.44,606.77,396.47,1613.47,968.08,484.04,35.0,0.0,0.02
2024-11-03,1,7.35,2314.46,2304.17,-75574.66,-0.89,537.24,136.82,18.43,553.42,438.03,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-11-03,2,0.0,0.0,2304.23,0.0,-0.91,534.29,128.29,18.29,602.72,412.93,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-11-03,3,0.0,0.0,2321.7,0.0,-0.93,537.77,135.02,11.72,539.47,477.18,2486.17,1491.7,745.85,45.44,0.0,0.02
2024-11-04,1,7.82,2341.91,2310.0,-249713.59,-0.94,536.1,139.21,11.6,551.99,454.45,1621.73,973.04,486.52,35.0,0.0,0.02
2024-11-04,3,0.0,0.0,2321.7,0.0,-0.9,536.04,133.66,14.03,472.62,355.91,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-11-04,2,0.0,0.0,2304.23,0.0,-0.9,540.66,130.09,17.94,573.67,396.68,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-11-05,3,8.42,2305.64,2310.0,36667.81,-0.91,534.24,136.62,13.56,552.11,410.91,1493.77,896.26,448.13,35.0,0.0,0.01
2024-11-05,1,8.37,2316.87,2310.0,-57526.7,-0.9,531.39,138.87,11.8,532.62,449.36,1408.92,845.35,422.68,35.0,0.0,0.01
2024-11-05,2,8.02,2293.04,2310.0,136099.78,-0.92,539.67,129.08,10.12,638.4,352.24,1354.14,812.48,406.24,35.0,0.0,0.02
2024-11-06,1,8.08,2297.54,2310.0,100742.99,-0.89,537.3,139.79,23.77,479.11,451.75,1585.16,951.1,475.55,35.0,0.0,0.01
2024-11-06,2,8.03,2292.82,2310.0,138008.32,-0.89,536.27,128.42,15.29,634.38,432.99,1575.54,945.32,472.66,35.0,0.0,0.01
2024-11-06,3,8.4,2332.35,2310.0,-187810.75,-0.91,534.56,134.45,15.18,644.73,471.53,1579.22,947.53,473.77,35.0,0.0,0.01
2024-11-07,3,0.0,0.0,2321.7,0.0,-0.9,539.65,138.34,18.28,565.1,380.64,2486.17,1491.7,745.85,45.44,0.0,0.02
2024-11-07,2,8.25,2313.95,2304.23,-80200.12,-0.88,539.87,128.27,10.95,495.37,468.04,2486.17,1491.7,745.85,45.44,0.0,0.02
2024-11-07,1,8.04,2304.13,2304.17,333.98,-0.92,538.57,130.36,17.26,484.15,444.15,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-11-08,3,8.46,2313.15,2310.0,-26660.93,-0.89,539.18,138.7,20.85,645.9,476.11,1512.86,907.71,453.86,35.0,0.0,0.01
2024-11-08,2,7.83,2321.87,2310.0,-92968.75,-0.92,533.11,137.13,21.12,462.14,444.18,1377.46,826.48,413.24,35.0,0.0,0.02
2024-11-08,1,7.87,2308.24,2310.0,13851.57,-0.89,531.74,131.77,10.49,582.95,352.96,1524.73,914.84,457.42,35.0,0.0,0.02
2024-11-09,1,7.99,2306.62,2310.0,26988.26,-0.9,537.41,128.77,15.38,542.61,364.97,1326.49,795.89,397.95,35.0,0.0,0.01
2024-11-09,3,8.07,2344.12,2310.0,-275398.91,-0.94,539.33,139.22,21.67,626.39,446.4,1359.08,815.45,407.72,35.0,0.0,0.02
2024-11-09,2,7.93,2347.33,2310.0,-295885.14,-0.94,541.57,133.18,24.13,565.38,443.88,1504.79,902.87,451.44,35.0,0.0,0.01
2024-11-10,1,7.97,2305.06,2304.17,-7085.59,-0.92,533.41,138.96,19.23,548.3,442.21,2486.17,1491.7,745.85,45.44,0.0,0.02
2024-11-10,2,8.22,2316.87,2304.23,-103851.19,-0.93,531.61,134.87,16.09,645.11,419.17,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-11-10,3,7.04,2332.05,2321.7,-72913.04,-0.89,537.55,130.17,10.62,516.65,412.12,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-11-11,2,8.34,2306.45,2304.23,-18556.27,-0.91,538.98,130.38,13.98,468.04,441.73,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-11-11,3,7.31,2327.44,2321.7,-42003.5,-0.92,533.81,130.96,20.29,571.2,374.81,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-11-11,1,8.2,2304.8,2304.17,-5153.97,-0.94,530.65,131.23,15.21,569.01,379.05,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-11-12,1,8.41,2300.62,2304.17,29890.68,-0.88,530.0,131.68,24.23,467.93,421.87,2486.17,1491.7,745.85,45.44,557.81,0.02
2024-11-12,2,8.44,2304.42,2304.23,-1595.08,-0.93,536.13,134.66,14.02,641.85,382.92,2486.17,1491.7,745.85,45.44,330.47,0.02
2024-11-12,3,7.42,2324.86,2321.7,-23488.31,-0.92,530.56,135.06,22.17,593.13,474.23,2486.17,1491.7,745.85,45.44,404.11,0.02
2024-11-13,3,8.4,2290.22,2310.0,166164.14,-0.92,541.75,134.11,14.16,582.61,459.99,1482.25,889.35,444.67,35.0,0.0,0.02
2024-11-13,1,8.29,2293.92,2310.0,133328.91,-0.92,538.19,132.43,16.36,458.41,412.42,1371.93,823.16,411.58,35.0,0.0,0.01
2024-11-13,2,8.11,2327.85,2310.0,-144763.64,-0.9,537.47,132.3,10.88,497.34,470.92,1380.66,828.39,414.2,35.0,0.0,0.02
2024-11-14,1,8.19,2332.86,2310.0,-187189.98,-0.88,538.09,128.12,17.74,483.19,444.01,1548.66,929.2,464.6,35.0,0.0,0.01
2024-11-14,3,8.21,2313.73,2310.0,-30650.55,-0.91,538.16,129.1,21.34,544.64,473.57,1560.89,936.53,468.27,35.0,0.0,0.01
2024-11-14,2,8.14,2303.94,2304.23,2308.61,-0.93,530.05,130.06,21.5,621.67,380.25,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-11-15,1,8.24,2298.49,2304.17,46835.99,-0.88,538.89,130.57,22.36,549.81,463.42,2486.17,1491.7,745.85,45.44,0.0,0.02
2024-11-15,2,8.38,2299.66,2304.23,38289.25,-0.91,533.8,131.4,19.71,636.31,442.57,2486.17,1491.7,745.85,45.44,0.0,0.02
2024-11-15,3,8.13,2320.3,2310.0,-83728.67,-0.88,540.6,138.7,13.91,599.84,422.56,1513.74,908.24,454.12,35.0,300.0,0.01
2024-11-16,1,8.09,2317.61,2310.0,-61610.24,-0.93,531.89,138.59,24.04,622.1,466.99,1494.54,896.73,448.36,35.0,0.0,0.02
2024-11-16,2,8.15,2342.05,2310.0,-261155.64,-0.93,539.16,135.1,15.47,455.83,437.22,1498.88,899.33,449.66,35.0,0.0,0.01
2024-11-16,3,8.29,2285.44,2310.0,203590.06,-0.9,534.22,136.74,11.97,503.39,435.52,1528.62,917.17,458.59,35.0,0.0,0.01
2024-11-17,3,8.22,2346.2,2310.0,-297654.85,-0.94,534.17,130.83,12.71,532.16,416.23,1588.51,953.11,476.55,35.0,0.0,0.02
2024-11-17,2,7.87,2289.8,2310.0,158834.8,-0.88,538.65,138.5,24.92,506.99,447.73,1545.74,927.45,463.72,35.0,0.0,0.01
2024-11-17,1,8.17,2318.58,2310.0,-70063.79,-0.92,532.94,138.22,19.09,456.83,392.66,1565.44,939.26,469.63,35.0,0.0,0.01
2024-11-18,3,7.03,2333.72,2321.7,-84540.22,-0.9,534.53,138.63,19.34,646.13,366.45,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-11-18,2,7.97,2306.49,2304.23,-17996.27,-0.93,540.92,129.85,17.24,539.7,461.65,2486.17,1491.7,745.85,45.44,0.0,0.02
2024-11-18,1,7.5,2305.5,2304.17,-9980.66,-0.93,535.21,128.24,18.89,525.99,395.56,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-11-19,2,8.27,2321.02,2310.0,-91121.71,-0.89,540.02,134.41,22.08,506.66,353.05,1334.45,800.67,400.34,35.0,0.0,0.01
2024-11-19,1,8.41,2309.4,2310.0,5018.76,-0.9,535.74,136.91,21.17,611.86,453.84,1317.4,790.44,395.22,35.0,0.0,0.01
2024-11-19,3,8.13,2297.44,2310.0,102023.24,-0.9,535.93,137.08,13.66,450.69,354.24,1349.18,809.51,404.75,35.0,0.0,0.02
2024-11-20,3,7.03,2332.32,2321.7,-74677.38,-0.94,537.59,139.96,16.37,564.14,413.45,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-11-20,1,7.91,2304.93,2304.17,-5970.3,-0.91,535.93,136.15,24.26,459.59,467.66,2486.17,1491.7,745.85,45.44,0.0,0.02
2024-11-20,2,8.25,2306.94,2304.23,-22411.24,-0.91,534.65,139.18,15.75,605.08,406.5,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-11-21,2,8.44,2338.22,2310.0,-238043.08,-0.93,533.29,132.65,11.28,642.67,447.04,1675.83,1005.5,502.75,35.0,0.0,0.02
2024-11-21,3,7.83,2327.71,2310.0,-138698.38,-0.9,536.67,132.02,20.5,507.59,352.84,1353.97,812.38,406.19,35.0,0.0,0.02
2024-11-21,1,7.81,2302.56,2310.0,58115.96,-0.88,532.3,132.72,21.0,609.39,363.13,1527.99,916.79,458.4,35.0,0.0,0.01
2024-11-22,1,7.95,2298.41,2310.0,92121.25,-0.94,531.15,129.98,20.33,473.2,373.08,1332.27,799.36,399.68,35.0,0.0,0.02
2024-11-22,2,8.46,2299.87,2310.0,85647.42,-0.94,535.6,134.42,21.41,642.83,355.31,1577.62,946.57,473.29,35.0,0.0,0.02
2024-11-22,3,7.35,2323.9,2321.7,-16163.09,-0.89,541.59,138.77,24.49,452.31,363.89,2486.17,1491.7,745.85,45.44,0.0,0.02
2024-11-23,3,7.22,2325.68,2321.7,-28712.34,-0.89,538.43,129.66,10.39,473.38,359.41,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-11-23,2,8.23,2303.06,2304.23,9602.04,-0.9,541.41,130.65,15.58,511.85,406.62,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-11-23,1,7.84,2304.11,2310.0,46164.65,-0.91,530.74,137.12,21.41,567.09,363.51,1675.25,1005.15,502.57,35.0,0.0,0.01
2024-11-24,3,8.04,2283.67,2310.0,211735.36,-0.9,534.36,139.48,18.15,546.95,368.09,1558.96,935.38,467.69,35.0,0.0,0.02
2024-11-24,1,8.11,2297.64,2310.0,100209.92,-0.91,533.79,132.34,16.73,497.69,454.52,1402.37,841.42,420.71,35.0,0.0,0.01
2024-11-24,2,7.68,2310.53,2304.23,-48361.91,-0.91,531.26,134.0,21.71,511.73,399.0,2486.17,1491.7,745.85,45.44,0.0,0.02
2024-11-25,2,8.2,2337.91,2310.0,-229000.02,-0.89,535.95,135.03,10.94,623.93,351.0,1381.76,829.05,414.53,35.0,0.0,0.02
2024-11-25,1,7.81,2307.13,2304.17,-23047.82,-0.92,537.73,130.87,11.2,489.82,432.39,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-11-25,3,8.3,2299.15,2310.0,89994.51,-0.91,537.84,137.84,14.46,524.25,396.93,1378.31,826.98,413.49,35.0,0.0,0.02
2024-11-26,1,8.07,2342.24,2310.0,-260147.16,-0.9,540.2,128.29,16.13,598.17,359.4,1684.97,1010.98,505.49,35.0,0.0,0.01
2024-11-26,2,8.1,2303.08,2304.23,9307.31,-0.93,536.0,132.93,22.11,642.3,462.8,2486.17,1491.7,745.85,45.44,0.0,0.02
2024-11-26,3,7.62,2323.52,2321.7,-13871.67,-0.9,535.19,130.52,21.57,499.35,350.28,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-11-27,2,7.9,2304.78,2310.0,41225.53,-0.91,530.38,138.62,13.83,532.2,401.2,1691.6,1014.96,507.48,35.0,0.0,0.01
2024-11-27,3,8.24,2332.14,2310.0,-182487.38,-0.91,531.55,133.25,19.39,500.58,441.5,1495.45,897.27,448.64,35.0,0.0,0.02
2024-11-27,1,8.05,2335.44,2310.0,-204834.99,-0.94,533.92,136.39,15.88,526.33,406.59,1553.01,931.81,465.9,35.0,0.0,0.02
2024-11-28,2,7.83,2293.67,2310.0,127777.19,-0.94,534.31,136.57,21.16,567.55,447.71,1628.09,976.86,488.43,35.0,0.0,0.01
2024-11-28,1,7.89,2296.22,2310.0,108771.01,-0.9,538.47,130.55,17.58,638.42,426.93,1590.15,954.09,477.05,35.0,0.0,0.01
2024-11-28,3,7.51,2319.48,2321.7,16642.69,-0.89,539.21,137.19,22.68,491.37,397.45,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-11-29,3,7.57,2318.88,2321.7,21367.53,-0.93,540.2,132.72,13.49,485.93,410.42,2486.17,1491.7,745.85,45.44,0.0,0.01
2024-11-29,1,8.15,2300.47,2304.17,30209.93,-0.93,535.0,136.3,21.99,580.8,467.58,2486.17,1491.7,745.85,45.44,0.0,0.02
2024-11-29,2,8.23,2291.18,2310.0,154974.06,-0.91,530.63,136.04,14.06,546.02,357.76,1421.43,852.86,426.43,35.0,0.0,0.01
2024-11-30,1,7.82,2305.71,2310.0,33544.21,-0.91,531.37,133.22,20.62,540.31,378.08,1603.33,962.0,481.0,35.0,0.0,0.02
2024-11-30,2,7.96,2307.27,2304.23,-24193.93,-0.93,537.89,136.06,20.91,563.01,414.16,2486.17,1491.7,745.85,45.44,0.0,0.02
2024-11-30,3,8.23,2337.94,2310.0,-229963.04,-0.88,541.62,139.67,24.33,548.73,431.76,1480.57,888.34,444.17,35.0,0.0,0.01
2024-12-01,1,8.48,2334.56,2310.0,-208402.25,-0.88,538.26,131.69,13.3,557.83,405.44,1411.33,846.8,423.4,35.0,300.0,0.02
2024-12-01,2,8.21,2291.18,2310.0,154563.71,-0.93,534.88,139.94,11.44,450.15,389.41,1482.86,889.72,444.86,35.0,300.0,0.01
2024-12-01,3,8.09,2324.34,2310.0,-115983.02,-0.89,532.46,137.08,19.12,588.16,351.85,1597.22,958.33,479.17,35.0,300.0,0.01
2024-12-02,2,8.41,2319.03,2310.0,-75985.06,-0.89,539.67,130.54,13.25,541.64,370.47,1377.41,826.44,413.22,35.0,0.0,0.02
2024-12-02,3,7.49,2305.11,2305.27,1262.46,-0.89,531.64,135.74,11.0,538.31,383.05,2486.17,1491.7,745.85,45.44,0.0,0.02
2024-12-02,1,8.23,2285.19,2310.0,204109.53,-0.94,538.31,138.83,20.64,568.7,472.92,1351.74,811.04,405.52,35.0,0.0,0.01
2024-12-03,1,7.81,2345.77,2310.0,-279517.51,-0.9,534.53,132.11,22.85,476.47,448.51,1688.34,1013.01,506.5,35.0,0.0,0.02
